Start Map	X	Y	End Map	DestX	DestY	Group	Friendly Name
SAFFRON_CITY	26	3	FIGHTING_DOJO	4	11	Saffron	FIGHTING_DOJO Entrance
SAFFRON_CITY	34	3	SAFFRON_GYM	8	17	Saffron	SAFFRON_GYM Entrance
SAFFRON_CITY	25	11	SAFFRON_MART	3	7	Saffron	SAFFRON_MART Entrance
SAFFRON_CITY	9	29	SAFFRON_POKECENTER_1F	3	7	Saffron	SAFFRON_POKECENTER_1F Entrance
SAFFRON_CITY	27	29	MR_PSYCHICS_HOUSE	2	7	Saffron	MR_PSYCHICS_HOUSE Entrance
SAFFRON_CITY	8	3	SAFFRON_MAGNET_TRAIN_STATION	9	17	Saffron	SAFFRON_MAGNET_TRAIN_STATION Entrance
SAFFRON_CITY	18	21	SILPH_CO_1F	2	7	Saffron	SILPH_CO_1F Entrance
SAFFRON_CITY	9	11	COPYCATS_HOUSE_1F	2	7	Saffron	COPYCATS_HOUSE_1F Entrance
SAFFRON_CITY	18	3	ROUTE_5_SAFFRON_GATE	4	7	Saffron	Saffron to Route 5 Gate Entrance
SAFFRON_CITY	0	24	ROUTE_7_SAFFRON_GATE	9	4	Saffron	Saffron to Route 7 Gate Entrance
SAFFRON_CITY	0	25	ROUTE_7_SAFFRON_GATE	9	5	Saffron	Saffron to Route 7 Gate Entrance 2
SAFFRON_CITY	16	33	ROUTE_6_SAFFRON_GATE	4	0	Saffron	Saffron to Route 6 Gate Entrance
SAFFRON_CITY	17	33	ROUTE_6_SAFFRON_GATE	5	0	Saffron	Saffron to Route 6 Gate Entrance 2
SAFFRON_CITY	39	22	ROUTE_8_SAFFRON_GATE	0	4	Saffron	Saffron to Route 8 Gate Entrance
SAFFRON_CITY	39	23	ROUTE_8_SAFFRON_GATE	0	5	Saffron	Saffron to Route 8 Gate Entrance 2
ROUTE_5	17	15	ROUTE_5_UNDERGROUND_PATH_ENTRANCE	3	7	Cerulean Power	ROUTE_5_UNDERGROUND_PATH_ENTRANCE Entrance
ROUTE_5	8	17	ROUTE_5_SAFFRON_GATE	4	0	Cerulean	Route 5 to Saffron Gate Entrance
ROUTE_5	9	17	ROUTE_5_SAFFRON_GATE	5	0	Cerulean	Route 5 to Saffron Gate Entrance 2
ROUTE_5	10	11	ROUTE_5_CLEANSE_TAG_HOUSE	2	7	Cerulean	ROUTE_5_CLEANSE_TAG_HOUSE Entrance
CERULEAN_CITY	7	15	CERULEAN_GYM_BADGE_SPEECH_HOUSE	2	7	Cerulean	CERULEAN_GYM_BADGE_SPEECH_HOUSE Entrance
CERULEAN_CITY	28	17	CERULEAN_POLICE_STATION	2	7	Cerulean	CERULEAN_POLICE_STATION Entrance
CERULEAN_CITY	13	19	CERULEAN_TRADE_SPEECH_HOUSE	2	7	Cerulean	CERULEAN_TRADE_SPEECH_HOUSE Entrance
CERULEAN_CITY	19	21	CERULEAN_POKECENTER_1F	3	7	Cerulean	CERULEAN_POKECENTER_1F Entrance
CERULEAN_CITY	30	23	CERULEAN_GYM	4	15	Cerulean	CERULEAN_GYM Entrance
CERULEAN_CITY	25	29	CERULEAN_MART	3	7	Cerulean	CERULEAN_MART Entrance
ROUTE_9	48	15	ROCK_TUNNEL_1F	15	3	Route 9 Route	Route 9 Rock Tunnel Entrance
ROUTE_25	47	5	BILLS_HOUSE	2	7	Cerulean	BILLS_HOUSE Entrance
ROUTE_3	52	1	MOUNT_MOON	3	3	West Kanto	Route 3 Mt Moon Entrance
ROUTE_4	2	5	MOUNT_MOON	15	15	Route 4	Route 4 Mt Moon Entrance
ROUTE_8	4	4	ROUTE_8_SAFFRON_GATE	9	4	West Kanto	Route 8 to Saffron Gate Entrance
ROUTE_8	4	5	ROUTE_8_SAFFRON_GATE	9	5	West Kanto	Route 8 to Saffron Gate Entrance 2
ROUTE_10_NORTH	11	1	ROUTE_10_POKECENTER_1F	3	7	Route 9 Route	ROUTE_10_POKECENTER_1F Entrance
ROUTE_10_NORTH	3	9	POWER_PLANT	2	17	Power Entrance	POWER_PLANT Entrance
ROUTE_10_SOUTH	6	1	ROCK_TUNNEL_1F	11	25	West Kanto	Route 10 Rock Tunnel Entrance
ROUTE_23	9	5	INDIGO_PLATEAU_POKECENTER_1F	5	13	Route 23	INDIGO_PLATEAU_POKECENTER_1F Entrance
ROUTE_23	10	5	INDIGO_PLATEAU_POKECENTER_1F	6	13	Route 23	INDIGO_PLATEAU_POKECENTER_1F Entrance 2
ROUTE_23	9	13	VICTORY_ROAD	13	5	Route 23	VICTORY_ROAD Entrance
ROUTE_23	10	13	VICTORY_ROAD	13	5	Route 23	VICTORY_ROAD Entrance 2
SPROUT_TOWER_1F	9	15	VIOLET_CITY	23	5	Sprout Tower 1F	SPROUT_TOWER_1F Exit
SPROUT_TOWER_1F	10	15	VIOLET_CITY	23	5	Sprout Tower 1F	SPROUT_TOWER_1F Exit 2
SPROUT_TOWER_1F	6	4	SPROUT_TOWER_2F	6	4	Sprout Tower 1F	Sprout Tower Entrance Up 
SPROUT_TOWER_1F	2	6	SPROUT_TOWER_2F	2	6	Sprout Tower 1F Part 2	Sprout Tower 1F Part 2 Up 
SPROUT_TOWER_1F	17	3	SPROUT_TOWER_2F	17	3	Sprout Tower 1F Part 2	Sprout Tower 1F Part 2 Down 
SPROUT_TOWER_2F	6	4	SPROUT_TOWER_1F	6	4	Sprout Tower 2F Part 1	Sprout Tower 2F Part 1 Down 
SPROUT_TOWER_2F	2	6	SPROUT_TOWER_1F	2	6	Sprout Tower 2F Part 2	Sprout Tower 2F Part 2 Down 
SPROUT_TOWER_2F	17	3	SPROUT_TOWER_1F	17	3	Sprout Tower 2F Part 1	Sprout Tower 2F Part 1 Up 
SPROUT_TOWER_2F	10	14	SPROUT_TOWER_3F	10	14	Sprout Tower 2F Part 2	Sprout Tower 2F Part 2 Up 
SPROUT_TOWER_3F	10	14	SPROUT_TOWER_2F	10	14	Sprout Tower 3F	Sprout Tower 3F Down 
TIN_TOWER_1F	9	15	ECRUTEAK_CITY	37	7	Tin Tower 1F	Tin Tower Exit
TIN_TOWER_1F	10	15	ECRUTEAK_CITY	37	7	Tin Tower 1F	Tin Tower Exit 2
TIN_TOWER_1F	10	2	TIN_TOWER_2F	10	2	Tin Tower 1F Rainbow Wing	Tin Tower 1F Up 
TIN_TOWER_2F	10	14	TIN_TOWER_3F	10	14	Tin Tower 2F	Tin Tower 2F Up 
TIN_TOWER_2F	10	2	TIN_TOWER_1F	10	2	Tin Tower 2F	Tin Tower 2F Down 
TIN_TOWER_3F	10	14	TIN_TOWER_2F	10	14	Tin Tower 3F	Tin Tower 3F Down 
TIN_TOWER_3F	16	2	TIN_TOWER_4F	16	2	Tin Tower 3F	Tin Tower 3F Up 
TIN_TOWER_4F	2	4	TIN_TOWER_5F	2	4	Tin Tower 4F	Tin Tower 4F North West 
TIN_TOWER_4F	16	2	TIN_TOWER_3F	16	2	Tin Tower 4F	Tin Tower 4F North East 
TIN_TOWER_4F	2	14	TIN_TOWER_5F	2	14	Tin Tower 4F	Tin Tower 4F South West 
TIN_TOWER_4F	17	15	TIN_TOWER_5F	17	15	Tin Tower 4F	Tin Tower 4F South East 
TIN_TOWER_5F	11	15	TIN_TOWER_6F	11	15	Tin Tower 5F Up	Tin Tower 5F Up 
TIN_TOWER_5F	2	4	TIN_TOWER_4F	2	4	Tin Tower 5F Start	Tin Tower 5F North West 
TIN_TOWER_5F	2	14	TIN_TOWER_4F	2	14	Tin Tower 5F West Down	Tin Tower 5F West Down 
TIN_TOWER_5F	17	15	TIN_TOWER_4F	17	15	Tin Tower 5F East Down	Tin Tower 5F East Down 
TIN_TOWER_6F	3	9	TIN_TOWER_7F	3	9	Tin Tower 6F	Tin Tower 6F Up 
TIN_TOWER_6F	11	15	TIN_TOWER_5F	11	15	Tin Tower 6F	Tin Tower 6F Down 
TIN_TOWER_7F	3	9	TIN_TOWER_6F	3	9	Tin Tower 7F	Tin Tower 7F Down 
TIN_TOWER_7F	10	15	TIN_TOWER_8F	2	5	Tin Tower 7F	Tin Tower 7F Warp South 
TIN_TOWER_7F	12	7	TIN_TOWER_7F	8	3	Tin Tower 7F Center	Tin Tower 7F Warp East 
TIN_TOWER_7F	8	3	TIN_TOWER_7F	12	7	Tin Tower 7F	Tin Tower 7F Warp North 
TIN_TOWER_7F	6	9	TIN_TOWER_9F	16	7	Tin Tower 7F Center	Tin Tower 7F Warp West 
TIN_TOWER_8F	2	5	TIN_TOWER_7F	10	15	Tin Tower 8F Left	Tin Tower 8F Left North 
TIN_TOWER_8F	2	11	TIN_TOWER_9F	12	3	Tin Tower 8F Left	Tin Tower 8F Left South 
TIN_TOWER_8F	16	7	TIN_TOWER_9F	2	5	Tin Tower 8F Top	Tin Tower 8F Top South 
TIN_TOWER_8F	10	3	TIN_TOWER_9F	12	7	Tin Tower 8F Top	Tin Tower 8F Top North 
TIN_TOWER_8F	14	15	TIN_TOWER_9F	6	13	Tin Tower 8F Item Room Ledges	Tin Tower 8F Item Room Ledges Warp 
TIN_TOWER_8F	6	9	TIN_TOWER_9F	8	13	Tin Tower 8F Item Room	Tin Tower 8F Item Room Warp 
TIN_TOWER_9F	12	3	TIN_TOWER_8F	2	11	Tin Tower 9F Top	Tin Tower 9F Top East 
TIN_TOWER_9F	2	5	TIN_TOWER_8F	16	7	Tin Tower 9F Top	Tin Tower 9F Top West 
TIN_TOWER_9F	12	7	TIN_TOWER_8F	10	3	Tin Tower 9F Center	Tin Tower Roof Warp 
TIN_TOWER_9F	7	9	TIN_TOWER_ROOF	9	13	Tin Tower 9F Center	Tin Tower Roof Entrance
TIN_TOWER_9F	16	7	TIN_TOWER_7F	6	9	Tin Tower 9F Warps	Tin Tower 9F Warp Top 
TIN_TOWER_9F	6	13	TIN_TOWER_8F	14	15	Tin Tower 9F Warps	Tin Tower 9F Warp Left 
TIN_TOWER_9F	8	13	TIN_TOWER_8F	6	9	Tin Tower 9F Warps	Tin Tower 9F Warp Right 
BURNED_TOWER_1F	9	15	ECRUTEAK_CITY	5	5	Burned Tower 1F	Burned Tower Exit
BURNED_TOWER_1F	10	15	ECRUTEAK_CITY	5	5	Burned Tower 1F	Burned Tower Exit 2
BURNED_TOWER_1F	10	9	BURNED_TOWER_B1F	10	9	Burned Tower 1F	Burned Tower Hole
BURNED_TOWER_1F	5	5	BURNED_TOWER_B1F	10	9	Burned Tower 1F	Burned Tower Hole 2
BURNED_TOWER_1F	5	6	BURNED_TOWER_B1F	10	9	Unused	Unused
BURNED_TOWER_1F	4	6	BURNED_TOWER_B1F	10	9	Unused	Unused
BURNED_TOWER_1F	15	4	BURNED_TOWER_B1F	17	7	Unused	Unused
BURNED_TOWER_1F	15	5	BURNED_TOWER_B1F	17	7	Unused	Unused
BURNED_TOWER_1F	10	7	BURNED_TOWER_B1F	10	8	Unused	Unused
BURNED_TOWER_1F	5	14	BURNED_TOWER_B1F	3	13	Unused	Unused
BURNED_TOWER_1F	4	14	BURNED_TOWER_B1F	3	13	Unused	Unused
BURNED_TOWER_1F	14	14	BURNED_TOWER_B1F	17	14	Unused	Unused
BURNED_TOWER_1F	15	14	BURNED_TOWER_B1F	17	14	Unused	Unused
BURNED_TOWER_1F	7	15	BURNED_TOWER_B1F	7	15	Burned Tower 1F Down	Burned Tower Ladder Down 
BURNED_TOWER_B1F	10	9	BURNED_TOWER_1F	10	9	Burned Tower Basement	Burned Tower Basement Drop Point
BURNED_TOWER_B1F	17	7	BURNED_TOWER_1F	15	4	Unused	Unused
BURNED_TOWER_B1F	10	8	BURNED_TOWER_1F	10	7	Unused	Unused
BURNED_TOWER_B1F	3	13	BURNED_TOWER_1F	5	14	Unused	Unused
BURNED_TOWER_B1F	17	14	BURNED_TOWER_1F	14	14	Unused	Unused
BURNED_TOWER_B1F	7	15	BURNED_TOWER_1F	7	15	Burned Tower Basement	Burned Tower Ladder Up 
NATIONAL_PARK	33	18	ROUTE_36_NATIONAL_PARK_GATE	0	4	National Park	National Park South Exit
NATIONAL_PARK	33	19	ROUTE_36_NATIONAL_PARK_GATE	0	5	National Park	National Park South Exit 2
NATIONAL_PARK	10	47	ROUTE_35_NATIONAL_PARK_GATE	3	0	National Park	National Park East Exit
NATIONAL_PARK	11	47	ROUTE_35_NATIONAL_PARK_GATE	4	0	National Park	National Park East Exit 2
NATIONAL_PARK_BUG_CONTEST	33	18	ROUTE_36_NATIONAL_PARK_GATE	0	4	National Park Contest	Contest to Route 36 Exit
NATIONAL_PARK_BUG_CONTEST	33	19	ROUTE_36_NATIONAL_PARK_GATE	0	4	National Park Contest	Contest to Route 36 Exit 2
NATIONAL_PARK_BUG_CONTEST	10	47	ROUTE_35_NATIONAL_PARK_GATE	3	0	National Park Contest	Contest to Route 35 Exit
NATIONAL_PARK_BUG_CONTEST	11	47	ROUTE_35_NATIONAL_PARK_GATE	3	0	National Park Contest	Contest to Route 35 Exit 2
RADIO_TOWER_1F	2	7	GOLDENROD_CITY	5	15	Radio Tower 1F	Goldenrod Radio Tower Exit
RADIO_TOWER_1F	3	7	GOLDENROD_CITY	5	15	Radio Tower 1F	Goldenrod Radio Tower Exit 2
RADIO_TOWER_1F	15	0	RADIO_TOWER_2F	15	0	Radio Tower 1F	Radio Tower 1F Up 
RADIO_TOWER_2F	0	0	RADIO_TOWER_3F	0	0	Radio Tower 2F Rockets	Radio Tower 2F Up 
RADIO_TOWER_2F	15	0	RADIO_TOWER_1F	15	0	Radio Tower 2F	Radio Tower 2F Down 
RADIO_TOWER_3F	0	0	RADIO_TOWER_2F	0	0	Radio Tower 3F	Radio Tower 3F Down 
RADIO_TOWER_3F	7	0	RADIO_TOWER_4F	9	0	Radio Tower 3F	Radio Tower 3F Director Side Up 
RADIO_TOWER_3F	17	0	RADIO_TOWER_4F	17	0	Radio Tower 3F Maybe Card Key	Radio Tower 3F Rocket Side Up 
RADIO_TOWER_4F	0	0	RADIO_TOWER_5F	0	0	Radio Tower 4F Director Side	Radio Tower 4F Director Side Up 
RADIO_TOWER_4F	9	0	RADIO_TOWER_3F	7	0	Radio Tower 4F Director Side	Radio Tower 4F Director Side Down 
RADIO_TOWER_4F	12	0	RADIO_TOWER_5F	12	0	Radio Tower 4F Rocket Side	Radio Tower 4F Rocket Side Up 
RADIO_TOWER_4F	17	0	RADIO_TOWER_3F	17	0	Radio Tower 4F Rocket Side	Radio Tower 4F Rocket Side Down 
RADIO_TOWER_5F	0	0	RADIO_TOWER_4F	0	0	Radio Tower Directors Room	Radio Tower Directors Room Exit
RADIO_TOWER_5F	12	0	RADIO_TOWER_4F	12	0	Radio Tower Hub	Radio Tower Hub Exit
RUINS_OF_ALPH_OUTSIDE	2	17	RUINS_OF_ALPH_HO_OH_CHAMBER	3	9	Ruins of Alph Grass	RUINS_OF_ALPH_HO_OH_CHAMBER Entrance
RUINS_OF_ALPH_OUTSIDE	14	7	RUINS_OF_ALPH_KABUTO_CHAMBER	3	9	Ruins of Alph Main	RUINS_OF_ALPH_KABUTO_CHAMBER Entrance
RUINS_OF_ALPH_OUTSIDE	2	29	RUINS_OF_ALPH_OMANYTE_CHAMBER	3	9	Ruins Ledge Middle	RUINS_OF_ALPH_OMANYTE_CHAMBER Entrance
RUINS_OF_ALPH_OUTSIDE	16	33	RUINS_OF_ALPH_AERODACTYL_CHAMBER	3	9	Ruins Surf	RUINS_OF_ALPH_AERODACTYL_CHAMBER Entrance
RUINS_OF_ALPH_OUTSIDE	10	13	RUINS_OF_ALPH_INNER_CHAMBER	10	13	Ruins of Alph Main	RUINS_OF_ALPH_INNER_CHAMBER Entrance
RUINS_OF_ALPH_OUTSIDE	17	11	RUINS_OF_ALPH_RESEARCH_CENTER	2	7	Ruins of Alph Main	RUINS_OF_ALPH_RESEARCH_CENTER Entrance
RUINS_OF_ALPH_OUTSIDE	6	19	UNION_CAVE_B1F	3	3	Ruins of Alph Grass	Union Cave Ruins Grass Entrance
RUINS_OF_ALPH_OUTSIDE	6	27	UNION_CAVE_B1F	3	11	Ruins of Alph Top Ledge	Union Cave Ruins Ledges Entrance
RUINS_OF_ALPH_OUTSIDE	7	5	ROUTE_36_RUINS_OF_ALPH_GATE	4	7	Ruins of Alph Main	Ruins to Route 36 Gate Entrance
RUINS_OF_ALPH_OUTSIDE	13	20	ROUTE_32_RUINS_OF_ALPH_GATE	0	4	Ruins of Alph Main	Ruins to Route 32 Gate Entrance
RUINS_OF_ALPH_OUTSIDE	13	21	ROUTE_32_RUINS_OF_ALPH_GATE	0	5	Ruins of Alph Main	Ruins to Route 32 Gate Entrance 2
RUINS_OF_ALPH_HO_OH_CHAMBER	3	9	RUINS_OF_ALPH_OUTSIDE	2	17	Ho-Oh Chamber	Ho-Oh Chamber Exit
RUINS_OF_ALPH_HO_OH_CHAMBER	4	9	RUINS_OF_ALPH_OUTSIDE	2	17	Ho-Oh Chamber	Ho-Oh Chamber Exit 2
RUINS_OF_ALPH_HO_OH_CHAMBER	3	3	RUINS_OF_ALPH_INNER_CHAMBER	3	15	Ho-Oh Chamber	Ho-Oh Puzzle Solve
RUINS_OF_ALPH_HO_OH_CHAMBER	4	3	RUINS_OF_ALPH_INNER_CHAMBER	4	15	Ho-Oh Chamber	Ho-Oh Puzzle Solve 2
RUINS_OF_ALPH_HO_OH_CHAMBER	4	0	RUINS_OF_ALPH_HO_OH_ITEM_ROOM	3	9	Ho-Oh In Party	RUINS_OF_ALPH_HO_OH_ITEM_ROOM Entrance
RUINS_OF_ALPH_KABUTO_CHAMBER	3	9	RUINS_OF_ALPH_OUTSIDE	14	7	Escape Rope Chamber	Escape Rope Chamber Exit
RUINS_OF_ALPH_KABUTO_CHAMBER	4	9	RUINS_OF_ALPH_OUTSIDE	14	7	Escape Rope Chamber	Escape Rope Chamber Exit 2
RUINS_OF_ALPH_KABUTO_CHAMBER	3	3	RUINS_OF_ALPH_INNER_CHAMBER	15	3	Escape Rope Chamber	Kabuto Puzzle Solve
RUINS_OF_ALPH_KABUTO_CHAMBER	4	3	RUINS_OF_ALPH_INNER_CHAMBER	16	3	Escape Rope Chamber	Kabuto Puzzle Solve 2
RUINS_OF_ALPH_KABUTO_CHAMBER	4	0	RUINS_OF_ALPH_KABUTO_ITEM_ROOM	3	9	Escape Rope Had	RUINS_OF_ALPH_KABUTO_ITEM_ROOM Entrance
RUINS_OF_ALPH_OMANYTE_CHAMBER	3	9	RUINS_OF_ALPH_OUTSIDE	2	29	Water Stone Chamber	RUINS_OF_ALPH_OMANYTE_CHAMBER Exit
RUINS_OF_ALPH_OMANYTE_CHAMBER	4	9	RUINS_OF_ALPH_OUTSIDE	2	29	Water Stone Chamber	RUINS_OF_ALPH_OMANYTE_CHAMBER Exit 2
RUINS_OF_ALPH_OMANYTE_CHAMBER	3	3	RUINS_OF_ALPH_INNER_CHAMBER	3	21	Water Stone Chamber	Omanyte Puzzle Solve
RUINS_OF_ALPH_OMANYTE_CHAMBER	4	3	RUINS_OF_ALPH_INNER_CHAMBER	4	21	Water Stone Chamber	Omanyte Puzzle Solve 2
RUINS_OF_ALPH_OMANYTE_CHAMBER	4	0	RUINS_OF_ALPH_OMANYTE_ITEM_ROOM	3	9	Water Stone Have	RUINS_OF_ALPH_OMANYTE_ITEM_ROOM Entrance
RUINS_OF_ALPH_AERODACTYL_CHAMBER	3	9	RUINS_OF_ALPH_OUTSIDE	16	33	Flash Chamber	Flash Chamber Exit
RUINS_OF_ALPH_AERODACTYL_CHAMBER	4	9	RUINS_OF_ALPH_OUTSIDE	16	33	Flash Chamber	Flash Chamber Exit 2
RUINS_OF_ALPH_AERODACTYL_CHAMBER	3	3	RUINS_OF_ALPH_INNER_CHAMBER	15	24	Flash Chamber	Aerodactyl Puzzle Solve
RUINS_OF_ALPH_AERODACTYL_CHAMBER	4	3	RUINS_OF_ALPH_INNER_CHAMBER	16	24	Flash Chamber	Aerodactyl Puzzle Solve 2
RUINS_OF_ALPH_AERODACTYL_CHAMBER	4	0	RUINS_OF_ALPH_AERODACTYL_ITEM_ROOM	3	9	Flash Have	Flash Have Entrance
RUINS_OF_ALPH_INNER_CHAMBER	10	13	RUINS_OF_ALPH_OUTSIDE	10	13	Ruins of Alph Inner Chamber	RUINS_OF_ALPH_INNER_CHAMBER Exit
RUINS_OF_ALPH_INNER_CHAMBER	3	15	RUINS_OF_ALPH_HO_OH_CHAMBER	3	3	Ruins of Alph Inner Chamber	Ho-Oh Puzzle Solve Drop Point
RUINS_OF_ALPH_INNER_CHAMBER	4	15	RUINS_OF_ALPH_HO_OH_CHAMBER	4	3	Ruins of Alph Inner Chamber	Ho-Oh Puzzle Solve Drop Point 2
RUINS_OF_ALPH_INNER_CHAMBER	15	3	RUINS_OF_ALPH_KABUTO_CHAMBER	3	3	Ruins of Alph Inner Chamber	Kabuto Puzzle Solve Drop Point
RUINS_OF_ALPH_INNER_CHAMBER	16	3	RUINS_OF_ALPH_KABUTO_CHAMBER	4	3	Ruins of Alph Inner Chamber	Kabuto Puzzle Solve Drop Point 2
RUINS_OF_ALPH_INNER_CHAMBER	3	21	RUINS_OF_ALPH_OMANYTE_CHAMBER	3	3	Ruins of Alph Inner Chamber	Omanyte Puzzle Solve Drop Point
RUINS_OF_ALPH_INNER_CHAMBER	4	21	RUINS_OF_ALPH_OMANYTE_CHAMBER	4	3	Ruins of Alph Inner Chamber	Omanyte Puzzle Solve Drop Point 2
RUINS_OF_ALPH_INNER_CHAMBER	15	24	RUINS_OF_ALPH_AERODACTYL_CHAMBER	3	3	Ruins of Alph Inner Chamber	Aerodactyl Puzzle Solve Drop Point
RUINS_OF_ALPH_INNER_CHAMBER	16	24	RUINS_OF_ALPH_AERODACTYL_CHAMBER	4	3	Ruins of Alph Inner Chamber	Aerodactyl Puzzle Solve Drop Point 2
RUINS_OF_ALPH_RESEARCH_CENTER	2	7	RUINS_OF_ALPH_OUTSIDE	17	11	Ruins Research Center	RUINS_OF_ALPH_RESEARCH_CENTER Exit
RUINS_OF_ALPH_RESEARCH_CENTER	3	7	RUINS_OF_ALPH_OUTSIDE	17	11	Ruins Research Center	RUINS_OF_ALPH_RESEARCH_CENTER Exit 2
RUINS_OF_ALPH_HO_OH_ITEM_ROOM	3	9	RUINS_OF_ALPH_HO_OH_CHAMBER	4	0	Ho-Oh Item Room	Ho-Oh Item Room Exit
RUINS_OF_ALPH_HO_OH_ITEM_ROOM	4	9	RUINS_OF_ALPH_HO_OH_CHAMBER	4	0	Ho-Oh Item Room	Ho-Oh Item Room Exit 2
RUINS_OF_ALPH_HO_OH_ITEM_ROOM	3	1	RUINS_OF_ALPH_HO_OH_WORD_ROOM	9	9	Ho-Oh Item Room	Ho-Oh Item Room Drop
RUINS_OF_ALPH_HO_OH_ITEM_ROOM	4	1	RUINS_OF_ALPH_HO_OH_WORD_ROOM	10	9	Ho-Oh Item Room	Ho-Oh Item Room Drop 2
RUINS_OF_ALPH_KABUTO_ITEM_ROOM	3	9	RUINS_OF_ALPH_KABUTO_CHAMBER	4	0	Escape Rope Item Room	Escape Rope Item Room Exit
RUINS_OF_ALPH_KABUTO_ITEM_ROOM	4	9	RUINS_OF_ALPH_KABUTO_CHAMBER	4	0	Escape Rope Item Room	Escape Rope Item Room Exit 2
RUINS_OF_ALPH_KABUTO_ITEM_ROOM	3	1	RUINS_OF_ALPH_KABUTO_WORD_ROOM	9	5	Escape Rope Item Room	Escape Rope Item Room Drop
RUINS_OF_ALPH_KABUTO_ITEM_ROOM	4	1	RUINS_OF_ALPH_KABUTO_WORD_ROOM	10	5	Escape Rope Item Room	Escape Rope Item Room Drop 2
RUINS_OF_ALPH_OMANYTE_ITEM_ROOM	3	9	RUINS_OF_ALPH_OMANYTE_CHAMBER	4	0	Water Stone Item Room	Water Stone Item Room Exit
RUINS_OF_ALPH_OMANYTE_ITEM_ROOM	4	9	RUINS_OF_ALPH_OMANYTE_CHAMBER	4	0	Water Stone Item Room	Water Stone Item Room Exit 2
RUINS_OF_ALPH_OMANYTE_ITEM_ROOM	3	1	RUINS_OF_ALPH_OMANYTE_WORD_ROOM	9	7	Water Stone Item Room	Water Stone Item Room Drop
RUINS_OF_ALPH_OMANYTE_ITEM_ROOM	4	1	RUINS_OF_ALPH_OMANYTE_WORD_ROOM	10	7	Water Stone Item Room	Water Stone Item Room Drop 2
RUINS_OF_ALPH_AERODACTYL_ITEM_ROOM	3	9	RUINS_OF_ALPH_AERODACTYL_CHAMBER	4	0	Flash Item Room	Flash Item Room Exit
RUINS_OF_ALPH_AERODACTYL_ITEM_ROOM	4	9	RUINS_OF_ALPH_AERODACTYL_CHAMBER	4	0	Flash Item Room	Flash Item Room Exit 2
RUINS_OF_ALPH_AERODACTYL_ITEM_ROOM	3	1	RUINS_OF_ALPH_AERODACTYL_WORD_ROOM	9	5	Flash Item Room	Flash Item Room Drop
RUINS_OF_ALPH_AERODACTYL_ITEM_ROOM	4	1	RUINS_OF_ALPH_AERODACTYL_WORD_ROOM	10	5	Flash Item Room	Flash Item Room Drop
RUINS_OF_ALPH_HO_OH_WORD_ROOM	9	9	RUINS_OF_ALPH_HO_OH_ITEM_ROOM	3	1	Ho-Oh Word Room	Ho-Oh Item Room Drop Point
RUINS_OF_ALPH_HO_OH_WORD_ROOM	10	9	RUINS_OF_ALPH_HO_OH_ITEM_ROOM	4	1	Ho-Oh Word Room	Ho-Oh Item Room Drop Point 2
RUINS_OF_ALPH_HO_OH_WORD_ROOM	17	21	RUINS_OF_ALPH_INNER_CHAMBER	3	15	Ho-Oh Word Room	Ho-Oh Word Room Drop
RUINS_OF_ALPH_KABUTO_WORD_ROOM	9	5	RUINS_OF_ALPH_KABUTO_ITEM_ROOM	3	1	Escape Room Word Room	Escape Room Item Room Drop Point
RUINS_OF_ALPH_KABUTO_WORD_ROOM	10	5	RUINS_OF_ALPH_KABUTO_ITEM_ROOM	4	1	Escape Room Word Room	Escape Room Item Room Drop Point 2
RUINS_OF_ALPH_KABUTO_WORD_ROOM	17	11	RUINS_OF_ALPH_INNER_CHAMBER	15	3	Escape Room Word Room	Escape Room Word Room Drop
RUINS_OF_ALPH_OMANYTE_WORD_ROOM	9	7	RUINS_OF_ALPH_OMANYTE_ITEM_ROOM	3	1	Water Stone Word Room	Water Stone Item Room Drop Point
RUINS_OF_ALPH_OMANYTE_WORD_ROOM	10	7	RUINS_OF_ALPH_OMANYTE_ITEM_ROOM	4	1	Water Stone Word Room	Water Stone Item Room Drop Point 2
RUINS_OF_ALPH_OMANYTE_WORD_ROOM	17	13	RUINS_OF_ALPH_INNER_CHAMBER	3	21	Water Stone Word Room	Water Stone Word Room Drop
RUINS_OF_ALPH_AERODACTYL_WORD_ROOM	9	5	RUINS_OF_ALPH_AERODACTYL_ITEM_ROOM	3	1	Flash Word Room	Flash Item Room Drop Point
RUINS_OF_ALPH_AERODACTYL_WORD_ROOM	10	5	RUINS_OF_ALPH_AERODACTYL_ITEM_ROOM	4	1	Flash Word Room	Flash Item Room Drop Point 2
RUINS_OF_ALPH_AERODACTYL_WORD_ROOM	17	11	RUINS_OF_ALPH_INNER_CHAMBER	15	24	Flash Word Room	Flash Word Room Drop
UNION_CAVE_1F	5	19	UNION_CAVE_B1F	7	19	Union Cave Main	Union Cave 1F Down Ladder 
UNION_CAVE_1F	3	33	UNION_CAVE_B1F	3	33	Union Cave Surf Down	Union Cave Surf Ladder Down 
UNION_CAVE_1F	17	31	ROUTE_33	11	9	Union Cave Main	Union Cave Azalea Exit
UNION_CAVE_1F	17	3	ROUTE_32	6	79	Union Cave Main	Union Cave Violet Exit
UNION_CAVE_B1F	3	3	RUINS_OF_ALPH_OUTSIDE	6	19	Union Cave B1F Back	Union Cave Grass Exit
UNION_CAVE_B1F	3	11	RUINS_OF_ALPH_OUTSIDE	6	27	Union Cave Strength	Union Cave Ledges Exit
